Id,y
10000,-66.00242349023131
10001,451.40650440115456
10002,-461.67641706029866
10003,40.50120875372331
10004,-126.74472245403693
10005,-342.53455181925085
10006,-396.5555421135886
10007,335.5412790790869
10008,-99.51242087062347
10009,304.81253980627554
10010,68.8945304897855
10011,412.3691954559065
10012,54.94237102476805
10013,-17.005550754779673
10014,-597.8499575722607
10015,443.50228878641474
10016,144.7744869780431
10017,-57.411163672536915
10018,134.3878275774608
10019,-108.98377598910847
10020,153.82482842506678
10021,611.7359836022018
10022,588.3896503384212
10023,-131.01679995801973
10024,-61.1356211412297
10025,-374.2484953169724
10026,74.1579930796542
10027,137.43837873610428
10028,420.08661179679
10029,196.7656257134424
10030,268.44284980053123
10031,638.4749102511083
10032,127.37873138691961
10033,1.3491187584001418
10034,22.71045317740786
10035,342.2395345225648
10036,307.70396697417164
10037,348.13820870093923
10038,-168.65286130735413
10039,-20.22113090461717
10040,-551.7499275731108
10041,-429.97180406674016
10042,261.8919587067436
10043,389.82042612922066
10044,-96.16562227356555
10045,-210.71080125632392
10046,278.88186878401103
10047,-427.45330103104897
10048,-172.90325291756707
10049,467.2643783557852
10050,-631.5587355874383
10051,-355.5316593381782
10052,143.1732755386036
10053,69.19920259894184
10054,275.5882739767253
10055,-263.1886122041023
10056,167.49830723241212
10057,104.57789589014237
10058,230.07008661007566
10059,20.98802664457642
10060,-4.822581262501439
10061,-201.92294081063704
10062,560.0639265657695
10063,55.288476252449044
10064,671.3015746918339
10065,-493.74873828522794
10066,-279.3530367325916
10067,-53.71252761314787
10068,379.69819550097515
10069,315.0714108579813
10070,169.1300173261428
10071,-271.5993032690111
10072,783.8022226750336
10073,44.577311515548516
10074,57.406780054577254
10075,-161.07827414306794
10076,-220.66957847885743
10077,223.24129442929117
10078,352.6655955437539
10079,13.1632913662657
10080,-461.99414698572986
10081,305.37214669142276
10082,-230.59656173861111
10083,359.0744432425438
10084,-430.2605633759211
10085,-115.54882205546183
10086,-88.9600638786737
10087,-488.2901898080418
10088,-139.35033854713492
10089,57.33880810852688
10090,-190.33624272166412
10091,-6.508092914824833
10092,189.2910777470186
10093,346.60367818565527
10094,871.6273206485889
10095,-147.01353738653822
10096,443.4899377794295
10097,-30.49843297443693
10098,185.46345753445942
10099,-119.91717151732799
10100,43.57523800180748
10101,58.3185715522445
10102,-197.1524682983973
10103,-70.47160678841195
10104,-342.8460532886671
10105,-29.2335898737172
10106,49.522929296103655
10107,-16.246144137913323
10108,33.77506926160716
10109,-68.8830774832411
10110,25.86339949369689
10111,-617.3142842716953
10112,-185.9044130119486
10113,323.783106109386
10114,-35.66219572212793
10115,-733.5297711613835
10116,-240.7385626473608
10117,-381.97314662424867
10118,75.31994462169497
10119,36.61032645911776
10120,-28.756270225022902
10121,-481.1606279685874
10122,408.8502304229883
10123,-765.0217471991627
10124,178.07269651637029
10125,-7.649879385673128
10126,134.7968462337592
10127,-477.45851421286983
10128,-248.70625301323577
10129,-361.88465722386354
10130,-18.755611748554244
10131,7.795604374434904
10132,-109.10598972538364
10133,-63.07374524219435
10134,591.8231837349149
10135,259.61263369662777
10136,-279.8658320087673
10137,93.22535940051829
10138,-427.28731541913436
10139,84.38656633089781
10140,-311.54463064415523
10141,11.419268612561549
10142,-297.8314684235847
10143,-331.928970968643
10144,656.0132305257304
10145,-476.6626813650532
10146,361.1940451337744
10147,-150.18526861192285
10148,299.94671902432356
10149,-191.72143219270762
10150,151.9499951161199
10151,-64.67275781576417
10152,351.24486163063324
10153,-370.6364457562721
10154,349.22498178611073
10155,273.52460961680106
10156,783.1971843196866
10157,-124.23788973574018
10158,-155.22004432990818
10159,-506.95564938640973
10160,201.69321238561506
10161,-415.1740571596358
10162,-348.1651051695643
10163,-201.9522410868093
10164,-658.9504470533365
10165,179.3464016817148
10166,124.06925816168722
10167,-209.15025355201735
10168,213.70513477400547
10169,-82.11721023808927
10170,-97.11026989726872
10171,124.26800574648037
10172,50.28991565714262
10173,538.7439592813364
10174,630.0175345543364
10175,217.2592778265439
10176,-491.7337413267073
10177,-131.14175113883246
10178,362.39302241729405
10179,-14.36303805540836
10180,-30.26175736167628
10181,-107.323580767299
10182,-334.06259292967144
10183,299.5063996464323
10184,-103.47221484505354
10185,179.82049946719414
10186,122.20070887900687
10187,86.58037161690602
10188,386.4825605669917
10189,-613.3611745045818
10190,-269.81638738346265
10191,260.73145126228593
10192,-44.62016128042739
10193,-159.15717576416841
10194,-145.24559879357494
10195,447.22821487600095
10196,476.35698596959406
10197,121.79421345327209
10198,-1.535679056106324
10199,410.744096538781
10200,90.8280997996473
10201,150.07336956845066
10202,24.03365296154671
10203,273.8866340536304
10204,-154.529260380251
10205,42.588901507065955
10206,617.3417063168557
10207,38.93936076142955
10208,-91.43610119490387
10209,225.35327477391095
10210,151.05827577085617
10211,-86.9166477364602
10212,-101.7178895800727
10213,161.93776502605473
10214,357.8704141035454
10215,32.14597818655451
10216,-379.14539920029193
10217,-165.9421322236718
10218,257.453921694541
10219,-124.83850779184112
10220,47.08451472299213
10221,-67.05065138980187
10222,287.17334413416376
10223,836.2674277701617
10224,-78.73329260205634
10225,-293.00922915219377
10226,284.91632646225577
10227,377.9514320082275
10228,-473.94261958972254
10229,-538.8094549766039
10230,-372.9047504031865
10231,-83.37700889968724
10232,157.46205951911247
10233,167.50291456151007
10234,-105.69040574319624
10235,561.1616879176277
10236,-149.3553189574678
10237,196.9668051235221
10238,-33.8199117275795
10239,5.199419882337779
10240,-121.7084229606325
10241,53.473579817378436
10242,531.2918938411243
10243,-157.6026225893757
10244,-183.7719623926119
10245,643.8322464256621
10246,17.780306010129262
10247,-92.07939719460273
10248,485.49316460507464
10249,-221.23657860793926
10250,490.60650504846114
10251,-43.6771591542506
10252,139.93322987117608
10253,207.50447442761077
10254,17.092647024360126
10255,-396.4720331605287
10256,-168.30166761529142
10257,-75.59324100124404
10258,-292.07350780076894
10259,-59.37366534663318
10260,247.36904706438403
10261,206.8311275818563
10262,17.46246446408005
10263,-181.81148500656957
10264,300.17615094548546
10265,-567.6387247955884
10266,311.59327285263487
10267,-9.92951183549182
10268,161.40782304547784
10269,272.38559922972354
10270,55.12245741942524
10271,-15.278267412197543
10272,286.4023019429025
10273,387.88861194347396
10274,-148.57888863638667
10275,171.9523524483959
10276,-411.57059222267856
10277,213.80253827075177
10278,133.9300243737173
10279,-99.0171775012416
10280,-162.41724224558192
10281,-39.07419011347844
10282,-295.1584521832393
10283,141.3248135435956
10284,163.05983005334542
10285,-55.45540146241762
10286,-145.74067609352124
10287,16.350462436354622
10288,-364.29855848282773
10289,558.6630187376719
10290,40.05066121900759
10291,67.63734504297004
10292,559.8400846554658
10293,469.8069471574153
10294,-149.4998010545297
10295,-328.8227866996959
10296,425.77131704667414
10297,85.5046624117944
10298,-166.91553705584906
10299,-662.298407039349
10300,50.280391653003555
10301,-11.355718332961725
10302,-451.8112644495301
10303,78.67283313413114
10304,-386.8187999173564
10305,-273.2273830523716
10306,352.0150454400217
10307,-263.84804091810224
10308,-214.73022299361133
10309,-84.88115489738409
10310,745.8832791254216
10311,-418.97510845227316
10312,739.1991251661939
10313,-469.07742635294727
10314,481.82984486567096
10315,363.20797478744043
10316,-270.2530418207189
